Senti score,Original text,Original Tag,Prediction,Senti words
 0.25396825396825395,"W Barcelona offers residential services I stayed at the W Barcelona from day to day, in a great room. I arrived early and registered my name at the hotel. The registration process is always busy, and there is a big and happy surprise but with mixed feelings. Sometimes your early arrival leads you to a room that no one else wants. My share of room number, was on the fifth floor. The beach was opposite my room, but a third of the view was obstructing me due to the other prominent rooms at the front. This only affects the first floors, so be careful, as each room ends with a number that has the same problem. These rooms are also adjacent to the storage and laundry rooms, among others. I loved the design of the room, the shared desk with the bed is very soft, what a really good bed spoil me, as well as the spacious space. The shower space can accommodate five people, not joking, so let’s consider, for example, that you took your boyfriend to have sex for the first time. You will inevitably discover the peculiarities of their bathroom laughing out loud. I did not consume anything from the room fridge, as there is a big store and restaurants at the beginning of the beach, and this is a pleasant walk away. Prices for the pool area and services are very moderate. On Sunday, on the top floor, you do not stop by the pool, the staff working in this area did not check the area even once, so I did not receive any services. Another day, I learned that the top floor was open, and I went up. I learned that it was closed when I asked for a service. Then I learned that it is not closed, but there is no service. I was just meters away from the main bar. The position of the workers in this area is as if they say, I know, man, that we are very calm. We do a favor for you here. However, I left the area and did not return to it for the duration of my stay. Hint I use the signs; I can&#39;t read minds, but if the staff is so lazy that they can&#39;t do the services upstairs, there&#39;s something wrong. At the nightclub, I was disappointed again because of the lack of communication, and the lack of signs or information about the region&#39;s protocols. I saw every two sitting on your sofas, so I had to leave completely. If there were signs, there would be no embarrassment for the people. After eleven o&#39;clock in the evening this region becomes private and the cost of staying in euros is where the excellent service provided by the workers once the place is opened. It seems that those who provide alcoholic beverages are good, but when they are busy like this then there will be speed, yet my drink was moderate. Wave Restaurant I had a very good meal, and a great attentive service made me happy. Managers always work hard, but sometimes regret can be an easy backup. Guest services What about the low seating for guests? Sitting in this drop feels as if the seat is the one sitting on you, the opposite must be done, according to the known power arrangement. And we ended up changing rooms, on the number floor, room number, which is the same type of room as it overlooks a port, after I mentioned that the wonderful rooms are supposed to have nothing to obscure seeing from them. Note that the warm rooms are located on floors from to; these rooms seem to be great except for rooms from to; all overlook the ocean and the harbor. As for all the large rooms and others overlooking the beach and the city Location I did not find the location far from the old neighborhoods, so you can walk on foot, or take the bus number / which stops on the main road near the hotel entrance, and the price of the bus ticket. Euros, and the taxi may cost you approximately Euros. In general, I would probably come here again, as the location fits in with me, as is the layout of the room, the bathroom was excellent and the two rooms were reasonably quiet. It was a shame there was the low pool service as well as what is known as nerve cooling. As the title shows, this place caters to a specific demographic as it focuses on it well, but I am not a fashion fan, but all I want is comfort and kindness. It is a service.
",Positive,Negative,great happy leads obstructing prominent problem loved soft good spoil well spacious space space accommodate time inevitably laughing loud pleasant top top open service service calm favor lazy wrong disappointed lack communication lack embarrassment excellent service good like good great attentive service happy work hard regret easy power wonderful obscure warm great overlook excellent reasonably quiet shame service well well comfort kindness service
 0,"Weird this creative ability that transports you between the lives of five people in a period of one year in several times the country goes through on page
",Positive,Positive,creative
 0,"Ahmed Abdul Majeed. For the second time, it brings psychological peace to his followers
",Positive,Positive,time peace
 0.26666666666666666,"An important book I recommend reading it. But I think the name does not apply to the topic .... The book in general analyzes the Islamic-Islamic dispute from the point of view of sociology ... It is a new reading ... I very much enjoyed it ... His analysis of the temptation during the era of Uthman ... and Ali’s disorder and Muawiyah and the dispute Shi’ite Sunni, to say the least, is wonderful. His analysis of the revolutions and how success is the grave of the revolution .. And that a small organized group can defeat a large, dispersed group ..... And I conclude with a quote from the book ... The truth without strength supports it, there is no good in it
",Positive,Negative,important recommend dispute new enjoyed temptation disorder dispute wonderful success defeat truth strength supports good
 0.3333333333333333,"Excellent. The location is very excellent, the price is reasonable and it has breakfast and internet. The internet is bad
",Positive,Negative,excellent reasonable bad
 0.49999999999999994,"My heart hurts ..... This novel exhausted me. Feeling of complete helplessness, I felt after a word in its last pages. How do I describe all this painful sadness .. How do I revive my words after she died with her people one by one. If death is the title of the novel..the language has a life..the language is rich and rich and empowered..what attracts you to its world, praising in its vastness, enjoying it with the limit of joy and the limit of love and pain. Ayman Al-Atoum .. my full respect and appreciation..and you are creative
",Positive,Negative,heart hurts exhausted helplessness painful sadness revive died death rich rich praising enjoying limit joy limit love pain respect creative
 0,"The hotel deserves ... Roqan .... Location ... good handling ... cleanliness ... close to Mall of the Emirates ...
",Positive,Positive,good cleanliness
 0,"A simple and brief explanation of many religions. My favorite writer, Anis Mansour .... and I will sail in Anis&#39; world
",Positive,Positive,simple many favorite
 0.045454545454545456,"I was one of the lucky ones to see a draft of that novel. So my testimony will be hurt. Regardless of my witness to the labor period, the author is one of the closest to my heart on a personal level. So I will try to summarize. Adoration is the next novel for a peace hymn. If you like the hymn, you will love. Abdul Majeed has developed a lot of his style of narration and has started to move from event to smooth event. In love, he entered into the convolutions of the soul more, so he made clear the difference between the human qualities that are made from a person who does not rise to the quality of angels and does not descend to the qualities of demons. In love you will understand more about the Igo .. The Igo that prevents us from rising and without Ego will give us wings to fly in the sky. He also dealt with traffickers, the greatest of souls, and most of them. I liked his new narration. Connecting the past to the present. Ahmed has been united by his hero, so he writes this time with his spirit. I will not speak more and I will let you read it voraciously. Buy it, it deserves
",Positive,Positive,lucky hurt heart peace like love style smooth love soul clear human quality love understand give greatest liked new hero time spirit
 0.75,"I know for sure that I have never treated a human being as petty or despicable, except that it is a punishment for him on bad manners. The telly of the Akkad character.
",Positive,Negative,human petty despicable bad
 0.2,"Simply .. Diwan is the most beautiful Ami Diwan I have read in my life. From the first gift to the last poem .. I have no need but I like it. The Valley is an artifact written, philosopher, and actually worn:
",Positive,Positive,beautiful life gift like worn
 0.25,"A wonderful report explaining the extent of the military penetration and their influence on the rule in Egypt. His conclusion is remarkable that the second republic will not be established until after the state of officers is completely disintegrated from the Egyptian state. I wish it was a berth reading:
",Positive,Negative,wonderful influence remarkable disintegrated
 0,"Worth a visit. The availability of beds, cleanliness, and a complete and sufficient kitchen in the lobby. Spacious rooms, lounge, washbasin, stove, microwave and fridge. The mother of a room and a hall itself has two rooms and a hall, but the room will share a sitting session and in the back four beds and one bathroom, may God honor you.
",Positive,Positive,cleanliness sufficient honor
 0,"Some people may think that it is easy to add a new part to a series of novels that have its world, characters and events .... But to find this addition with such mastery and interdependence, you are facing a phenomenon that must stop before it ... Hussam Nader .. This name that you must Everyone remembers it well, after a few years it will be of great importance in the world of fantasy ... good luck
",Positive,Positive,easy add new addition mastery well great good luck
 0,"Excellent taste and excellent price in Mecca and Medina. Everything is beautiful and affordable and they do not eat. Everything is available. The bake is one of the most famous restaurants in the city. Eating is distinctive taste and excellent price.
",Positive,Positive,excellent beautiful affordable available famous distinctive excellent
 0,"Exceptional. The place is suitable.
",Positive,Positive,suitable
 0.2857142857142857,"The important thing is that words start, that people live in the minds and minds of people. He was not able to tyrant over the eras of history to imprison words because they, like spirits, roam the horizons ... Do not be deleted, tortured, or buried in the dust .. Her life is eternal:. It remains a spin and a role .... Blessed are the strangers ... Blessed are the martyrs ... May God have mercy on you, successor to him, Messenger of God, may God bless him and grant him peace
",Positive,Negative,important start live able tyrant imprison like tortured dust life eternal mercy bless peace
 0,"Excellent hotel and perfect place to stay. Quiet location cleanliness. Delay bringing the car when exiting
",Positive,Positive,perfect cleanliness
 0,"Excellent location the Moroccan receptionist was nice to us. Cleanliness and location.
",Positive,Positive,nice
 0,"Location, comfort and close to everything. I recommend living in it. everything is OK
",Positive,Positive,comfort recommend living
 0.2,"The writer has a literary style and great depictions that are beyond description of her beauty .. If you search for the beauty of the rhetorical and literary style, you will find a lot .. But the content of most stories did not interest me because most of them are repetitive, but the writer&#39;s thinking is very sophisticated and sublime .. In general the writer is a method that makes the heart fail for its beauty. The stories ..
",Positive,Positive,style great beyond beauty beauty rhetorical style content interest repetitive sophisticated sublime heart fail beauty
 0,"nice place . Comfort and world-class hotel. There are no channels
",Positive,Positive,nice
 0,"The style is great, the end is no better than that. You feel that the book guides you in the direction of yourself, to the extent that you feel in every situation that you put yourself in the place of heroes and start a dialogue with yourself, what will be the reaction. With the beauty of the politics and political positions in the novel in a way that does not affect the documents, it is worthy of
",Positive,Positive,style great better direction start beauty worthy
 0.6666666666666666,"The first novel that I read while I was about twelve years old ... If I could imitate this writing as a decoration or something more valuable, I would have done .... a novel that I would not put aside before I would have cried with the heroes and raised your laughter with them ... and depressed their affliction ... ... you only wish me the heroes ...
",Positive,Negative,valuable depressed affliction
 0,"Rest and rest. Everything was at the desired level. Everyone is better
",Positive,Positive,rest better
 0.18181818181818182,"Wonderful. I liked in the hotel the screen of the reception staff and their keenness on the comfort of the guest, especially mentioning the alternate director Mohammed Al-Wasli, who made a great effort in providing the appropriate room, which guarantees us a comfortable stay. I did not like having to change the room more than once due to lack of hygiene and other reasons, but the responsible employee made a thankful effort to solve this problem
",Positive,Positive,liked keenness comfort great appropriate comfortable like change lack thankful problem
 0.25,"I enjoyed it very much. I liked the drawing of the people and the flow of the unfamiliar narration, and if some parts of it were prolonged and others were repeated
",Positive,Negative,enjoyed liked flow unfamiliar
 0,"A hearty meal of feelings ... a wonderful and very deep novel ... and the musical analogues are beyond description
",Positive,Positive,wonderful beyond
 1.0,"Excellent. . The internet is very slow
",Positive,Negative,slow
 0,"Beautiful . By God, it is one of the best motels I have ever stayed in Dubai. There is no
",Positive,Positive,best
 0,"Written by French writer Bernardine Saint-Pierre. And translated by Mustafa Lutfi Al-Manfalouti. Al-Manfalouti added, with his pen, a stream of creative descriptions and linguistic wealth ... a beautiful novel from the classics of literature.
",Positive,Positive,creative wealth beautiful
 0,"Wonderful of the most wonderful novels I have read ... masterpiece
",Positive,Positive,wonderful masterpiece
 0.16666666666666666,"I really liked the novel, with deep talk and hours of sweet talk, but in general the idea of the book is sweet with a touch of terror.
",Positive,Positive,liked sweet idea sweet touch terror
 0.09090909090909091,"Excellent among the hotels that I recently stayed in. It is from the Hilton family and among the hotels that respect the permanent members of the Hilton. This hotel overlooks the Nile Corniche and its location is excellent. The hotel is amazing in terms of living and living in it and the large rooms. I need a system and cleanliness, and those working in it meet you with welcome, affection, and a healthier love for those who have not visited this hotel to visit immediately and do not regret
",Positive,Positive,family respect excellent amazing living living cleanliness welcome affection love regret
 1.0,"When you finish reading this book, you know that those around you are not stupid:
",Positive,Negative,stupid
 0,"Delicious and entertaining
",Positive,Positive,entertaining
 0.2222222222222222,"Ahmed Murad loves the imagination of detective stories, a novel with a near-realistic nature, and the narration of content is great. Many of the events narrated by the narrator are wonderful, reflecting societal, authoritarian, and sometimes sexual futility in his thinking, which is based on reality ... I recommend the novel.
",Positive,Negative,loves imagination content great wonderful authoritarian futility reality recommend
 0,"Good one. The place is very good, close to Mall of the Emirates, restaurants and metro, and the cleanliness is excellent. They take a deposit of one dirham and return them when leaving the hotel
",Positive,Positive,good cleanliness excellent
 0,"Certainly a useful book, although I am not enthusiastic about describing the actions of the Prophet as being caused by genius but rather something greater than this, it is the revelation of God and his success, by placing the word genius that is placed upon him be peace and blessings with the rest of the geniuses and thinkers ... With that book is interesting and useful
",Positive,Positive,useful enthusiastic genius revelation success genius peace rest interesting useful
 0.16666666666666666,"One of the most interesting novels that I liked, attracted, and thought called for reflection. Although most of its events are expected, but the end is strange. Words that do not fit in a book and an intellectual novel are not sexual and market suggestions that will convey the reality in its entirety with my respect to the writer:
",Positive,Positive,interesting liked strange fit reality respect
 0,"good. Comfort and cleanliness. nothing
",Positive,Positive,good cleanliness
 0.11764705882352941,"We had a lot of fun I visited in a month / and I will visit again this month / It is a first-class family place I do not advise young people to visit where calm and tranquility The rooms are wonderful and clean The pool is small but tasty and you play with your children As for food, the dinner meal is excellent and breakfast is also friendly The hospitality team has met My request for a cot without any additional cost. As for the faults, it is the beach. There is no living room for the residents, in addition to the chalets and rooms that are located in a high place that may be a little tired for the elderly.
",Positive,Positive,fun family young calm tranquility wonderful clean play food excellent friendly hospitality team faults living addition tired
 0,"Beautiful and comfortable hotel. The location, services and staff are trying to listen to you and help you. Nothing short
",Positive,Positive,comfortable help
 0,"good. Breakfast was heil.
",Positive,Positive,good
 0.2,"Very cheap suitable for the modest secret and for the big family. The price is attractive. Its location is far from the center of Dubai and Jumeirah and in the area of Indian workers
",Positive,Positive,cheap suitable modest family attractive
 0,"South Ambassador. Great hotel, I would advise them to be comfortable, relaxed and beautifully treated.
",Positive,Positive,comfortable relaxed beautifully
 0,"I read it fun .. I didn&#39;t want to get rid
",Positive,Positive,fun
 0,"I did not know that weddings are safe, weddings are safe, and who is safe in Palestine? Their weddings are far, far away ... I read it during the Gaza war, I felt that I was in the streets, and had it not been for the truce there yesterday, I would have cried on paper.
",Positive,Positive,safe safe safe
 0.5,"Excellent. The ruins of Khalifa Tower. You enter the hotel an hour and sit down looking at the lobby, the text of the hour, which led to the exit rooms
",Positive,Negative,ruins led
 0.3333333333333333,"A race for good and evil, and as usual, good triumphs, but evil does not end. This end is preferable. The narration was one of the best things I read to the extent that I was crying for what happened to her and Emad and sadness of Walid .. Friends are more than a need for her love in all narrations .. waiting for the new from Essam Youssef and remaining in same level
",Positive,Negative,good evil good evil preferable best sadness love new
 0,"Wonderful book, I like the writer and his adherence to his views.
",Positive,Positive,like
 0,"Very beautiful . Tranquility and decoration and workers in order to magnificence. There is no
",Positive,Positive,beautiful order magnificence
 0,"The best relaxation and the best organization. A very beautiful hotel worth visiting and also an excellent location near the train station and all restaurants are available.
",Positive,Positive,best best organization beautiful worth excellent available
 0.2758620689655173,"The Rubaiyat of Khayyam is a philosophical poem with distinction in which faith is mixed with skepticism, pessimism with optimism, confusion with certainty, existence with nothing. Omar Khayyam invites them to enjoy life with all its pleasures, and what wine he praises in this work is only a symbol of this material life. Khayyam believes that our earthly life is much better than our eschatological life, adopting the nihilistic view of life, this life that has no meaning in all its tragedies and the misery of people in it and also what our emergency presence is in .. In this poem also there is an internal struggle between the life of the faithful tents who He wants to repent of his sins and the age of Khayyam, who doubts and revolts on religious concepts of fate, resurrection, and lastlife .. Indeed, there is still a discussion about the ratio of these Khmer squads to Omar Khayyam who was known for his morals and knowledge, but this does not prevent classification These quartets as a philosophical work explores the depths of the human psyche in their crises of existence Of this world Alamvhom and ruthless.
",Positive,Negative,distinction faith skepticism pessimism optimism confusion certainty enjoy life work life life better life life life meaning misery emergency presence struggle life faithful doubts still knowledge work human ruthless
 0.5087719298245614,"This is a charade, as Dr. Mustafa Mahmoud said, it is inspired by what Sheikh al-Akbar Muhyiddin bin Arabi wrote about the opposite, meaning the conflict of contradictions within the human soul, when the soul wants something and wishes its opposite. And the text revolves, as the doctor points out about the apparent name, and he is the ruler and predominant of the people of the earth. Then the inner name, which is the ruler and predominant among the people of the subcontractor, who loves isolation, being alone, meditating and worshiping .. The conflict actually revolves between two personalities that represent controversy and conflict between the people of al-Zahir and the people of the subcontinent, or the worldly soul searching for pleasures and satisfying instincts. , And the blame soul searching for serenity and salvation .. The events of the representation that have been invalidated by a Sufi woman and her hero are represented by a man representing a outward personality, then a dialogue takes place between them, after which he ends up asking her to follow her, so she tells him that he will not be able to patience with her, and the taking continues The response to the speech in the context of an accelerated fiasco represents an opposing viewpoint ... just as it is Thelaya includes lyrical lyric connections, through which the heroine recites poetic passages from Ibn Arabi&#39;s poetry in a way that is appropriate to the context of the latest .. The hero’s ideas soon begin to collapse and the woman answers, saying: You trained my brain and thwarted my mind .. from you to God .. from you Allah. Then the events go on to talk about the injustice and negativity of the nation, the book includes a summary for this is: Muslims smoke hookahs in cafes and wait for God to be loved for them. And it is a shame .. and a fallacy even in the matter of their religion. After that, the book moves on to talk about the fundamentalist groups that have distorted the image of Islam by taking the path of violence. The doctor says: The Islamic groups have started from completely wrong beginnings and are still insisting on them .. which is an attempt to jump on power and usurp the rule .. And I thought that jihad begins From jihad with the other and conflict with the other .. I forgot that the jihad actually begins from the jihad with the soul and the struggle with the enemy that lies within the soul .. Satan, selfishness, fanaticism, the devil of intolerance, archeology, and madness of empty leadership .. I forgot that Islam started with thirteen A year of psychological education in the school of prophethood, where the great companions were trained in c Ed older with self .. in the separation of Walker snakes Amplifies Dr talking about Israel and what the Zionists are doing from the crime and killing and seek arms from one side in the face of the world of Islam, and the extent of their threat to Slmm. He also states that Zionism is doing what he called terrorism that is funded by abroad with millions of dollars, imported bombs and imported missiles. With their Torah.
",Positive,Negative,inspired meaning conflict human soul soul inner loves isolation conflict controversy conflict soul satisfying blame soul serenity salvation hero able patience fiasco lyrical heroine poetic appropriate collapse injustice negativity smoke loved shame fallacy religion distorted wrong still power usurp conflict soul struggle enemy lies soul selfishness fanaticism devil intolerance madness leadership education great crime killing threat terrorism
 0,"All details are close to reality
",Positive,Positive,reality
 0,"Good project, God bless you. Hygiene site price. nothing
",Positive,Positive,bless
 0.6666666666666666,"Kuwaiti in Dubai. Location and rest. The lack of cleaning of rooms and services, and the absence of Clinics and Shampoo
",Positive,Negative,rest lack absence
 0.6000000000000001,"Why did they hammer the walls? . .... In my opinion, death for the goal is better than the death of the target itself. ... amazing despite all the pain
",Positive,Negative,death better death amazing pain
 0.07142857142857142,"I really enjoyed my stay at the Muhammadiyah Palace. . The breakfast was beautiful and varied .... the bed was comfortable ... the smell of the bedspreads and pillows was nice and fine ... and the apartment was clean and spacious .... and the service was prompt by the staff .. the sprinkler is rather narrow .. Room cleaning service does not focus on vacuuming carpets when ordering to clean the apartment ... but overall their cleaning was good.
",Positive,Positive,enjoyed beautiful comfortable smell nice fine clean spacious service prompt service focus clean good
 0,"fantastic place . Fast and efficient car service.
",Positive,Positive,fantastic efficient service
 0.30000000000000004,"Of books that talk about beauty. Beauty If inside you you will see everything around you is very beautiful. It has a spontaneous spirit that refreshes you and gives you a terrible joy. The most liked chapters ordinary person. A terrible dose of enthusiasm. Do not miss this book from your hand:
",Positive,Negative,beauty beautiful spontaneous spirit terrible joy liked terrible enthusiasm miss
 0,"A wonderful and elegant work that adds to the balance of Al-Aswany .. What I liked most about the novel is drawing characters, penetrating their dimensions, controlling and mastering their keys .. As well as the elegant and elegant literary style and smooth language, Aswani possesses in his literary style the so-called easy refrain
",Positive,Positive,wonderful elegant work balance liked well elegant elegant style smooth style easy
 0,"Very very useful in knowing many of the differences between the nature of men and women ... useful for all who are about to marry and all married couples too .... useful in general even: I recommend reading it
",Positive,Positive,useful many useful useful recommend
 0,"Excellent. Breakfast buffet and excellent staff treatment ..
",Positive,Positive,excellent
 0,"Wonderful in the full sense of the word; God, it is a word that does not fulfill its right. As long as you are our creative writer, we love you and we will love you until we die.
",Positive,Positive,fulfill right creative love love
 0,"A unique and unique book in which he listed differently from our master Muhammad, peace be upon him .. I recommend reading it:
",Positive,Positive,unique unique master peace recommend
