,,,,,,,
Positive,Positive,"i will start off by saying that i really don't agree much with the other reviewers.  as a parent, you have to have a little sense in how to operate some of these toddler toys.  they're not made of steel nor are they completely idiot-proof. yes, the trunk does not go up immediately when you turn it on, that's why you're supposed to pull it up yourself, according to the directions.  also, the butterflies have no problem coming out of ours - you can see them when they're about to come out and if they get stuck, just tap on the trunk and out they come.this is such a fun toy for a three-year-old and is marvelous in developing hand and eye coordination.  plus, all the giggles that it creates is just amazing and fun.  i had a bunch of fun playing as did my husband too.  it would be nice if there were a few more butterflies but all-in-all, i'd buy this for everyone i knew.  it's just a great way to entertain children and teach them at the same time.  it is very durable, even the nets but you have to teach the children not to treat them like they're made of flint.  this toy is made to be realistic in the netting so it also is teaching children how to better care for their things.  buy this game, you certainly won't be disappointed.",start really agree much parent little sense operate toddler steel completely yes trunk go immediately turn pull according directions problem coming see get stuck tap trunk fun toy marvelous developing hand eye coordination plus amazing fun bunch fun husband nice buy everyone great way entertain children teach time durable teach children treat flint toy realistic children better buy game certainly disappointed,,,,
,,,,,,,
Positive,Positive,"i look for toys that are fun and easy to play with. i also look for toys that are educational or inspire exploration of the world around them. i want toys that are not really loud as well.this toy fits many of these requirements.my four year old son got this for his birthday and has loved it ever since.like the other reviewers, the trunk does not go all the way up when you first turn the fan on. however, that doesn't take away from the fun of the game. in fact, we just cut the top few inches off of the trunk and that seems to have made the difference.catching butterflies is harder than it looks. that is part of what adds to the fun. they also come out in spurts. you might get four butterflies and then one and then ten. all of this just adds to the fun. catching the butterflies encourages eye and hand coordination and quick thinking.my only complaint is that more butterflies would be fun. there are plenty of butterflies but it doesn't take too long to play because they come out fairly quickly.however, this is great for young children who have a short attention span. you can finish one or two games and call it quits before they get bored.we haven't found this to be a battery eater.in general this is just a fun game with one or two small flaws that are easily overlooked when playing a game with your kids.enjoy.",look fun easy play look educational inspire exploration world around really loud toy many year old birthday loved trunk go way first turn fan away fun game fact cut top trunk harder part fun get ten fun catching eye hand coordination quick complaint fun plenty long play fairly great young children short attention span finish two games call get battery general fun game two small easily game,,,,
,,,,,,,
Positive,Positive,"could have been much better made.  my complaints are the same as some of the other reviewers.  the trunk has to be extended manually at the beginning of each game (maybe more flexible material would have helped).  there need to be way more butterflies, especially since they don't come out right.  at the end of each game there are still a few, if not many, butterflies left inside the bottom.  it also goes through batteries pretty quickly.two year old loves this game so it is worth the bit of hassle for his enjoyment.  i also think this is an excellent way to improve hand-eye coordination and reflexes.  definitely room for improvement but still a decent buy for the price.",much better trunk manually beginning game maybe flexible material need way right game still many left inside bottom pretty year old game worth bit hassle enjoyment think excellent way improve coordination definitely room improvement still decent buy price,,,,
,,,,,,,
Positive,Positive,"i bought this toy for my son's second birthday.  he absolutely loved it but was soon using the net as a swing (he sat on it).  consequently, the toy fell apart and continues to fall apart very easily.  granted, my son shouldn't of sat on it but my two year old wanted to play with it that way. what can you do huh? anyway, even though it falls apart, he likes to turn it on and watch it shake and talk while he kicks the ball into it. when it does fall apart, he can put it back together himself.  this toy would have gotten a better review if it had been made sturdier but that is my only complaint.",toy second birthday absolutely loved soon using net swing toy apart continues fall apart easily two year old wanted play way huh anyway apart turn watch shake talk ball fall apart put back together toy better review sturdier complaint,,,,
,,,,,,,
Positive,Positive,we bought this toy for our three-year-old to learn soccer and what a great purchase!  he really has a bunch of fun kicking that ball into the goalie and hearing the crowd cheer! it sure is goofy but a great idea and a lot of fun.,toy learn soccer great purchase really bunch fun ball goalie crowd cheer sure goofy great idea lot fun,,,,
,,,,,,,
Positive,Positive,"i bought this for my 2 year old daughter because her cousin had one and she loved it...all the kids love it. just be weary of them sticking other things inside....we've had to take it apart 3 times already to get other things besides the balls out, but it wasn't too difficult. my son enjoyed it also and learned very quickly to hit the button to start the balls popping...and putting them down the chute is great learning for him also.",year old daughter cousin loved love weary apart already get difficult learned quickly hit button start chute great learning,,,,
,,,,,,,
Positive,Positive,"this was a gift for my daughters 1st b'day last december and i've just recently opened the box as i didn't think there would be much interest in it. wow! my little girl and my 5 yr old boy both loved it and played with it for about 1 hr and would start over again every time they saw it. the only reason i didn't give it 5 stars was b/c the balls are very light so the air can ""pop"" them up, so they were sometimes going back into the tube but many times were getting shot onto the floor. fortunately, that was part of the fun for my kids as they raced to get the balls and put them back. they both got their hands stuck in the tube (i guess they reached in there b/c they were curious??) but i was able to turn off the air and set them free w/no harm done. overall, a great and entertaining toy for boys and girls of a wide age range!!",gift last recently box think much interest wow little girl old boy loved start every time saw reason give light air pop going back tube many shot onto floor part fun get put back stuck tube guess curious able turn air set free harm overall great toy boys wide age range,,,,
,,,,,,,
Positive,Positive,"i bought this toy in 2004 (is a little different than the newest model) for my baby and she loved it!  we kept it and now it's as much of a hit with her little sister. yes, the yellow piece can sometimes detach if it's intentionally pulled-off, but it's easily fixed and hasn't been an issue.  i can honestly say that this toy has been the most played-with item in our household with both of our children.  :)",toy little different newest model baby loved much hit little sister yes yellow piece detach intentionally easily fixed honestly say toy household children,,,,
,,,,,,,
Positive,Positive,"both boys figured out very quickly how to make the balls pop out and they were crawling fast to get them and put them back in the toy.eight months later, they still play with the toy and think it is so much fun.they learned to put the balls on the ramp and where to push in order to get them to pop out -- in minutes. they now know that you can't put everything into the holes and make it work.highly recommended.",boys quickly make pop fast get put back still play toy think much learned put ramp push order get pop know put everything make recommended,,,,
,,,,,,,
Positive,Positive,"my daughter received this for her first birthday and loved it from day one. it did not take long for her to figure out just how to press the plunger to begin the fun.  she is 2 1/2 now and it is still one of her favorite toys.  some have complained that the balls fly all over the place.  for my daughter, this only added to the fun.  she loves chasing them and running back to put them back in and start all over again.  i would caution that a child's arm can get stuck in the tube. it happened to my 3 year old niece, but we easily got it out.",daughter received first birthday loved day long figure press plunger begin fun still favorite fly place daughter fun running back put back start caution arm get stuck tube year old niece easily,,,,
,,,,,,,
Positive,Positive,my son received this as a gift for his first birthday.  it has been such a hit since day one.  he is 17 months now and still loves playing with it.  it keeps him occuppied. his cousins who are 3 & 4 enjoy playing with it too.the balls do bounce all over the place so you have to be careful so you won't loose them.  i would still recommend this toy.,received gift first birthday hit day still enjoy bounce place careful loose still recommend toy,,,,
,,,,,,,
Positive,Positive,"this toy has been around our home for at least a year and it's still being played with! and most parents know that children attention span as it relates to toys is short! my 5 & 10 year old love helping my infant put the balls in and watch them pop out (i admit, i do too). the music is whimsical and catchy. the only down side is that when the balls gain momentum, they pop out all over the place. and if you have a tiny one that can't retrieve the balls, you'll have to do the footwork.  it wont last long though, soon your little one will be chasing all the balls and having a good time!",toy around home least year still know children attention span short year old love infant put watch pop admit music whimsical catchy side gain momentum pop place tiny retrieve footwork last long soon little good time,,,,
,,,,,,,
Positive,Positive,"it is loud, but so are a lot of toys. our son likes to play with it (he is a little over a year old) but he doesn't usually play with it for very long, and he doesn't play with it very often. it spends a lot of time on the shelf.the version we have is made up of a base, the long slide, and the thing on top. if he tries to pick it up, it comes apart. it snaps back together pretty easily. since you are looking at in online i thought i'd add that in.",loud lot play little year old play long play often lot time version base long slide top pick apart back together pretty easily looking online thought add,,,,
,,,,,,,
Positive,Positive,"my six-month old received this for christmas and it has held her attention from the word go!  (it also entertains my three-year old too!)  &#60;br /&#62;&#60;br /&#62;unlike some other reviews, i have had no problems with the yellow piece un-attaching.  pretty much took it out of the box, added batteries and voila!  the music is great - lots of variety - and the colors of the swirling balls is quite eye catching for a youngster.  the red plunger makes it easy for little hands to push down to get the &quot;ball rolling&quot; so to speak. &#60;br /&#62;&#60;br /&#62;i'd definitely recommend this, especially for the price.",old received christmas attention word go old yellow piece pretty much box music great variety swirling eye catching youngster red plunger easy little push get speak definitely recommend price,,,,
,,,,,,,
Positive,Positive,we bought this for our 2 year old granddaughter for christmas and she absolutely loves it! i don't think i have ever heard her giggle so much in her life...lol i would recommend this toy for any young child. :),year old granddaughter christmas absolutely think giggle much recommend toy young child,,,,
,,,,,,,
Positive,Positive,"my son received this a few months ago as a gift for his first birthday.  the one we have is different colors than the one shown, but from the moment this was removed from its box, it has been a favorite for him.  he quickly learned how to push the button to turn it on and enjoys chasing the balls all around his playroom.  he also enjoys just putting his face over the top to feel the air come out.  :)  my only complaint is that when he puts something in the ball shoot that is not supposed to go in there, it is a little difficult to pull it apart for when i have to dig it out.  i suppose it makes it good that they can't easily rip it apart, but makes it difficult for mom when you're trying to fix it and you have an angry 16-month old that just wants to play with it...  overall, i would highly recommend this toy!",received ago gift first birthday different moment removed box favorite quickly learned push button turn around playroom top feel air complaint ball shoot go little difficult pull apart suppose good easily rip apart difficult mom trying fix angry old play overall highly recommend toy,,,,
,,,,,,,
Positive,Negative,my dd is 15 months and has had this toy for 3 months and she still enjoys it.  its one of her favorite toys.  the balls ocasionally get lost but we find them :)  overall its a great toy! but a little loud but its worth it!,toy still favorite get lost find overall great toy little loud worth,,,,
,,,,,,,
Positive,Positive,"my son is 2 1/2 and loves this toy. he has had it for quite awhile, and still laughs until he is silly everytime the balls start flying everywhere. the only downfall to the toy is the ball ramp tends to come off alot, and my son can't get it back on by himself. also, it only comes with 5 balls, so i ordered more from [...]. 5 balls and a bag for $[...].",toy awhile still silly start everywhere downfall toy ball ramp alot get back bag,,,,
,,,,,,,
Positive,Positive,"i bought this for my daughter because i found the commercials very amusing. the toy looked like a lot of fun. as soon as my daughter (9 months old) saw the box she started clapping and cooing (prob. because of the bright colors on the box). i put it together (pretty easily i might add) and we let the fun begin. my daugter and i played with it for nearly 2 hours. at first she didn't know what to think, the noise made her a little scared but once she saw the balls pop up and we started chasing them around the toy quickly became a favorite of hers. now she crawls up to it hits the plungers and looks at me and my husband like ok its time for the family to play.one word of caution, my daugter is in the ""pull up"" stage and she tried to pull up on the toy and we had to scramble to catch her, therefore, it is a toy that needs strict adult supervision, but it give the family an excuse to paly together. we love it !!!",daughter toy lot fun soon daughter old saw box clapping bright box put together pretty easily add let fun begin hours first know think noise little scared saw pop around toy quickly favorite husband ok time family word caution pull stage tried pull toy scramble catch toy strict adult supervision give family excuse together love,,,,
,,,,,,,
Positive,Positive,"hard to know how to review this, but needed to say something...this is my son's favorite toy. in fact, he will play with very little else. he turns this on every morning by 6 am. he will make his way through a completely dark house to the front room to find this. the music is way too loud and it's insane. and i have to listen to it all day long. if he's awake, this thing is on. yes, the balls shoot all over. yes, this would be the toy the devil would make if he could make toys. but my son loves it. plus, he has learned how to fix it on his own when the balls get stuck in the tube, and it taught him how to put balls in a small hole, and he'll hunt all over the house for the ""right"" balls to fit in this, as he has learned that using the ""wrong"" balls messes it up. so it has taught him a bunch. but i still hate it. we buy him other ball-type toys in hopes that he will forget this, but he ignores them all. we once switched it off and told him it was broken or dead or something, but he pounded on it and screamed to the point where we worried he would hurt himself, so we swtiched it back on. if we put it away he hunts for it non-stop. fyi, my son is 13 months and has had this since he was about 7 months, and his fixation on it only gets stronger. he sort of likes the dino ball drop, but it's no ball popper.",hard know review say favorite toy fact play little else every morning make way completely dark house front room find music way loud insane listen day long awake yes shoot yes toy devil make make plus learned fix get stuck tube put small hole hell hunt house right fit learned using wrong bunch still hate buy forget broken dead point worried hurt back put away fixation stronger ball drop ball,,,,
,,,,,,,
Positive,Positive,"bought this in 2007 for christmas. 5 years later it is still working the same. sometimes the balls get stuck and need a little boost. usually when the batteries are extra fresh this is not a problem. my kid loved it when she was a little under a year old and still loves it to this day and she is almost 6. held up enough to pass down to my 16 month old who also loves it, especially when the balls fly out she loves going to get them and putting them back in music goes great with the action of the balls as well",christmas still get stuck need little boost extra fresh problem kid loved little year old still day enough pass month old fly going get back music great action well,,,,
,,,,,,,
Positive,Positive,"this toy is fun and includes quite a bit of exercise.  some of the balls go rolling off and the baby loves chasing them and bringing them back and watching them go all around, dancing around to the music the whole time.  great fun and great value all the way around.",toy fun bit exercise go rolling baby back go around dancing around music whole time great fun great value way around,,,,
,,,,,,,
Positive,Positive,"blowing up little plastic balls through a tube using a force of air and have them fall into a  ""funnel"" and down the chute only to be forced back up all over again.  how simple is that?  how engaging could this be?  the answer would amaze you,  it did me.i got this for my 13 month old and he loves it.  i love to watch him play with it.  i love to listen to him when he plays with it!  unfortunately, he cannot play with it alone.  it attracts everyone!  even the adults.  it's like the open bag of chips that makes all the hands appear!yes the balls go all over the floor.  that is the fun of this.  baby crawls and retrieves them.  i am so proud at how he brings them back to the toy.  sometimes he even pushes the toy to each ball on the floor.the top ""funnel-like"" fountain part does come off easily but it goes back on just as simply.  it is not a big effort to put it back on.now the mom scoop and what it does for me....i can get about 10 solid minutes of ""not chasing baby around time"" with this.  that makes it a winner!  when my older boys sit and do this with him, i can get more time.  sometimes enough to dust and vacuum the entire downstairs.  sometimes enough to dry my hair, or put the laundry away!  those of you with toddlers can appreciate the happiness that goes with starting a small task and completing it in one shot!the concept is simple, the balls are bright and colorful.  there is enough noise and activity to engage everyone for longer periods than i imagained.  this toy will not find its way into the toy box any time soon.  in fact, i am finding it in different rooms of my home as i carry it around with me when i need to baby to sit in the room with me for a couple of minutes here and there.i plan on giving this as gifts to my other mom friends who have not yet discovered this treasure!substantial toy even before you take into account the weight of the 4 d sized batteries it needs to operate.no problems with little hands getting stuck, i don't leave my little guys alone in rooms, maybe when their 21 i'll consider it...ha ha!great toy that will ""steal the spotlight""!rosemary",blowing little plastic tube using force air fall chute forced back simple answer amaze month old love watch play love listen unfortunately play alone everyone open bag chips go floor fun baby proud back toy toy ball top fountain part easily back simply big effort put back mom scoop get solid baby around time winner older boys get time enough dust vacuum entire downstairs enough dry hair put laundry away appreciate happiness small task simple bright colorful enough noise activity engage everyone longer toy find way toy box time soon fact different home carry around need baby room couple plan giving mom toy account weight little stuck leave little alone maybe consider toy steal,,,,
,,,,,,,
Positive,Positive,"my mom thought that i was crazy getting this for my son. he absolutely proved her wrong, he loved it. he would get very sad whenever it would break (batteries would go dead). he would laugh as the the balls would come out and then go after them. he also thought it was fun just to press the button and let the air hit him in the face. this is a great toy and i am glad i got it for my son.",mom thought crazy absolutely wrong loved get sad whenever break go dead laugh go thought fun press button let air hit great toy glad,,,,
,,,,,,,
Positive,Positive,"this is tons of fun, i would say for 16 mos to about 3.  the balls do not stay in the machine, they pop out and you have to chase them, so the entertainment only lasts so long.  oh, and it is easy to remove the other things your kiddos might stick in there...",tons fun say stay machine pop chase entertainment long oh easy remove stick,,,,
,,,,,,,
Positive,Positive,"we got this for my twin girls' first christmas.  they were 9 months old and too young for this, but my 5 year old loved it.  now, a few months later, the babies can figure it out, push the button, drop the balls in.  my son will play with it with them.  it's a fun toy, it keeps the babies occupied for a while, it even effectively allows me to sit my ""don't put me down"" mama's girl down and get a few minutes to work at something else before she starts crying to be up again.things i don't like - it's useless without the batteries.  the balls need air to come back out.  i think i should have gotten the tomy toy with the spiral ramp the balls just roll down, and you pick them up, and drop them again.  i didn't think about the batteries needed aspect of the toy when i bought it.balls tend to roll all over if you have hardwoods which will make younger babies lose interest - but keep faster, better crawlers active.balls tend to disappear esp. if you have a 5 year old who likes to stash things.  we were down to 2 balls for a while.  not much fun.air blower tends to stop pushing hard enough at times - for some reason holding your hand over the spout will make it pop harder again.  my son figured this out.  babies don't get it, they just sit there and wonder why the balls are wiggling but not popping.overall it's ok.  i think the best part is how it gives my older son and my babies something to do together, so long as he's not being mean and stashing balls.the music can be amusing, especially if you are rushing around trying to clean and the one song, i think it's the theme to the lone ranger comes on - it's like you have a sound track.  pushes you to go ever faster.  also if one baby is in the other room and i push the button, she comes crawling as fast as she can to watch.  obviously she likes it.i got this because a friend of mine said it's a toy her now 3 and 5 year old still won't let her get rid of.  i can see it being entertaining for a while to come, unlike a lot of other baby toys.",twin first christmas old young year old loved figure push button drop play fun toy effectively put girl get work else useless without need air back think toy spiral ramp roll pick drop think aspect toy tend roll make younger lose interest keep faster better tend disappear esp year old stash much blower stop pushing hard enough reason holding hand spout make pop harder get wonder ok think best part older together long mean stashing music around trying clean song think lone ranger sound track go faster baby room push button fast watch obviously friend toy year old still let get rid see lot baby,,,,
,,,,,,,
Positive,Positive,"my daughter received this when she was 13 months and has played with it everyday since (she is now 20 months).  she loves to feel the air blow through the hole in the top and catch a ball.  this toy helped her learn her colors, especially when we would have to search for a ball.  every time she presses the ""plunger"" she yells and squeals as if it was the first time she'd ever done that.  it is loud and bright and exciting -- very fun for a child to experience.  (it's also her daddy's favorite toy!)",daughter received everyday feel air blow hole top catch ball toy learn search ball every time plunger first time shed loud bright exciting fun child experience favorite toy,,,,
,,,,,,,
Positive,Positive,my boys love this toy! we have had it for 3 years now and it holds up very well!! every time kids come over to play this is what they always want to play with! it is very durable!! way worth the money!,boys love toy well every time play play durable way worth money,,,,
,,,,,,,
Positive,Positive,"my son loves this toy and so do we.  he is 9 months and has had it since he was 6 months.  he doesn't necessarily use it the way it's intended, but he loves to turn it on and pull it towards him so the balls go flying out and the air blows in his face.one trick we learned is to wear the batteries down a bit; the balls don't fly out as fast/crazy when the air flow is weaker.  (note: if it gets too weak, you may have to block the airlow to build up pressure to get the balls started)  also, if the sound is really bothersome (doesn't bother us, but read reviews where it bothers others) you can remove the battery that does the sound.  can't remember which one it is, but you can find it by removing one at a time and pressing the plunger until the air works but it's silent.only downside to this is that our ball ramp doesn't lock into the bottom part securely, so we have to press it in pretty frequently.",toy necessarily use way intended turn pull go air trick learned wear bit fly air flow weaker note weak block build pressure get sound really bothersome bother read others remove battery sound remember find time plunger air downside ball ramp lock bottom part securely press pretty frequently,,,,
,,,,,,,
Positive,Positive,"we just got this for our 10 month old and 2 year old and they played with it non-stop for an hour!  it does pop the balls a lot and the music and sound effects are cute, but beware the balls don't stay in the ramp.  this could be aggrivating to an adult or an immobile child, but my two year old thought that was the best part!  she squealed with delight when she'd have to go 'find' the lost balls, and even got mad at me for helping her!  this will come in very handy for us when it gets 115+ this summer and is too hot take the kids out.  if your baby is too small to get the balls by his/herself then beware that your child would require you to help during play.  fyi.i would say that if you take away one ball, leaving four in the toy, that it is much more 'subdued' and the balls don't go flying everywhere - instead they just kind of roll around and spill over the top opening.  i think that would be more appropriate if a small baby were playing wtih it alone or for a special-needs child who couldn't move too fast to catch all the balls.don't forget to order four 'd' batteries if ordering online!  i do think golf balls would work in case the original balls get lost.  enjoy!",month old year old hour pop lot music sound cute beware stay ramp adult immobile child two year old thought best part delight shed go find lost mad handy summer hot baby small get beware child require help play say away ball toy much go everywhere kind roll around spill top opening think appropriate small baby alone child move fast catch forget order ordering online think golf work original get lost enjoy,,,,
,,,,,,,
Positive,Positive,"my daughter got this ball popper for her 1st birthday this weekend.  after we put batteries in it and started it up she started laughing and screeching!  she absolutely loves it!  it will entertain her for 30 minutes by herself, she just pushes the big easy to use for little hands button and the giggling starts!  the day after her party daddy, big brother and birthday girl were playing with it for nearly two hours!  they all had such fun!  just a warning it eats batteries so stock up but you can't get a better toy for a child of any age, even the kids that are normally ""to cool"" will have a blast if they are playing with the younger ones with this!",daughter ball birthday weekend put absolutely entertain big easy use little button day party daddy big brother birthday girl two hours fun warning stock get better toy child age cool blast younger,,,,
,,,,,,,
Positive,Negative,"my one year old loves this toy!! we haven't had any problems with it either. it's loud, but it's a kid's toy, they're all loud and my kid is even louder. so, we love it, he loves it, his friends love it, i would totally recommend it.",year old toy loud toy loud kid louder love love totally recommend,,,,
,,,,,,,
Positive,Positive,we got this when my son was about 8 months old and now at almost 14 months old it's still a big hit!!  we always try to bring a familiar toy whenever we're going on vacation either in a hotel or at a relative's house and this seems to make him feel right at home!i just wish the balls could be bought separately in the store (our pets are always running off with them) instead of having to fax the order in and wait 4-6 weeks.  we've tried other plastic similarly sized balls and they don't work.it's a great first birthday gift too!!,old old still big hit try bring familiar toy whenever going vacation house make feel right wish store running fax order wait weve tried plastic similarly great first birthday gift,,,,
,,,,,,,
Positive,Positive,"i bought this toy in 2004 for my then 7 month old. since then, it has been a constant fixture in our playroom. now, it is great fun for our 11 month old son. in fact, both of them play together.it is quite durable, able to withstand heavy play for almost 4 years now. the batteries have been replaced only 3 times. the top yellow tray will come off with rough play, but we have had no other problems.as with all noise-making toys, if you cover the speaker with some clear packing tape, the sound will be muffled but still audible.i highly recommend this toy for ages 6 months to 5 years and maybe beyond.",toy month old constant fixture playroom great fun month old fact play durable able withstand heavy play top yellow tray rough play cover speaker clear tape sound muffled still highly recommend toy maybe beyond,,,,
,,,,,,,
Positive,Positive,"my twin boys love this ball popper and their cousins love the one we gave them. it's a simple toy that uses air and balls to endlessly entertain little ones. even the 6-year old played with it. there is only one drawback - it's loud. the music is tolerable but the fan that blows the air is really loud. still, i've never met a kid that didn't love it.",twin boys love ball love simple toy air endlessly entertain little old drawback loud music tolerable fan air really loud still kid love,,,,
,,,,,,,
Positive,Positive,"my son absolutely loves this toy. it keeps him occupied for long periods of time. it was one of the best 20 bucks i've spent in a while. we bought this toy for our son when he was about 8 months old, he's 15 months old now, and he still plays with it almost on a daily basis. it takes awhile for the batteries to run out too, i think we've only had to change the batteries once or twice. i would totally recommend this toy.",absolutely toy long time best toy old old still daily basis awhile run think weve change totally recommend toy,,,,
,,,,,,,
Positive,Positive,"wonderful toy! very colorful and musical! the only reason i'm giving it 4 stars is because the balls sometimes pop out too far and go rolling across the room. this is no big deal when my 3 year old is play with the baby because he goes and gets them for her. in fact, it becomes part of the fun! however, if i sit my 8-month-old down to play with it by herself, then it isn't long before she's completely out of balls and the toy is just playing music. perhaps when she reaches the 9 month age, which is the recommended age, she'll be more mobile and better able to reload the toy when the balls go flying. very happy with it, though! would buy it for a friend!",wonderful toy colorful musical reason giving pop far go rolling room big deal year old play baby fact part fun play long completely toy music month age recommended age shell mobile better able toy go happy buy friend,,,,
,,,,,,,
Positive,Positive,"gave this to our grand-daughter for her first birthday and she loves it. has no trouble pushing the plunger to start it. she sometimes chases the balls, or will sit and watch the movement or will put the balls back in. she seems to enjoy the music. i have to admit, i find it really fun, too!",granddaughter first birthday trouble pushing plunger start watch movement put back enjoy music admit find really fun,,,,
,,,,,,,
Positive,Positive,"this toy is truly one of those toys that will be sought after in 30 years when parents are looking for quality toys for their grandchildren--so buy it now!  this is a 5 star toy - no doubts about it. this toy is the ideal cause & effect toy.  babies and toddlers love the fun music, they are awed by the speed at which the balls fly out from the tube and they will eventually learn how to press the large button by themselves, and they are absolutely intrigued by the unpredictabliity of how the balls fly up and roll down the tube. fascinating!!! the balls do fly all over the place so just know that, but that is all part of the fun. yes, you will defintiely be looking for balls under your coffee tables, etc., but so what? this is such a great toy. this is also a great toy for children with autism.",toy truly looking quality buy star toy toy ideal cause effect toy love fun music awed speed fly tube learn press large button absolutely fly roll tube fascinating fly place know part fun yes looking coffee great toy great toy children autism,,,,
,,,,,,,
Positive,Positive,this toy has occupied both of my kids far longer than most of their other toys.  we love it!,toy far longer love,,,,
,,,,,,,
Positive,Positive,"i bought this for my son when he was 4 months old at walmart for $9.99 and it came with another toy too.  he loved watching the balls go round and round and over the next few months, he learned to use it to pull himself up with (he has awesome balance, i wouldn't recommend that).  he also liked to take it apart and just feel the air blow on his face.  i'm sure this is a one time thing, but at about 7 months, he spit up down into the tube while he was playing with it ( he had bad reflux)  and i was able to clean it out easily with a damp rag threaded through the tube.  now, that's a durable toy!  over the months, the way he played with the ball popper changed.  he started predicting that a ball would pop out, so he put his hand over the hole and stopped it.  he would remove the balls quickly as they came down the chute.  at 19 months, he still enjoys playing with it, watching it, dragging it around, and interrupting the flow of the balls and replacing them.  this toy is a great buy and will last a very long time.update 2014: my second son played with it a lot as well.  it worked just as well and was just as engaging for him as for my first.  i took out the batteries and put it in the attic in a box of ""save for grandkids"" toys that are things i just can't part with.  maybe it won't work in 20-25 years, but i hope it does.  just like i wish my parents had kept that clown hat sprinkler that now sells for hundreds on ebay because it's so ""dangerous"" (we had a lot of fun!)",old walmart toy loved go round round next learned use pull awesome balance recommend liked apart feel air blow sure time spit tube bad able clean easily damp rag tube durable toy way ball changed ball pop put hand hole remove quickly chute still around flow toy great buy last long second lot well well first put attic box save part maybe work hope wish clown dangerous lot fun,,,,
,,,,,,,
